|Content|Sentiment
683|@aldanaperezz Tengo ganas de salir a caminar, quiero verlas las extraño ajajjajajaja|P
684|@pepi_goncalvez @Camilo99fuegos Pepi! Me encantó la Sonora 99 Fuegos! Esperemos volver pronto. Un abrazo grande para ti y gracias !|P
685|@skyimpson me la olvide pero tengo la huella y no em deja usarla nose|N
686|@NachoDantaz Traicionado por la mujer que me dio la vida|N
687|No necesitas demasiadas personas para ser feliz, tan sólo a las personas reales que te aprecian por lo que eres. #buenasnoches|P
688|Yo queria ta cabron tambien|NEU
689|@GhetsisD Hay que disfrutarla al màximo mientras pueda ,despuès se hacen grandes y vuelan Doc|NEU
690|quiero que mariano le de el regalo a joaquin|P
691|@Flor_uy @igalvar71 nuevamente, pensamos distinto.Para mí son a la vez solidarias y se benefician. Van de la mano, no son contrarias|P
692|No para nunca de tatuar a Ghi y tengo tremendo sueño|N
693|@happyviciconte Gracias Gil Tambien Te quieroo|P
694|Esta es mi nueva cuenta ,si quieren seguir me vallan ... PD:No quiero personas enojadas o bloqueos ,gracias|NEU
695|@Eeugenitaa @florbst emmm, feliz cumpleaños! (era eso?)|P
696|@DrYombi Arriba que entonces no todo está perdido. Lo que sea que buscás te va a salir vas a ver|P
697|Vivimos en una sociedad donde mentir se volvió rutina, traicionar en monotonía y ser hipócrita es la ropa de hoy en día. #buendescanso|N
698|@_melibarra es una frase digna de chiquititas 98. y es cierta|NEU
699|@elsharpo @Bambino627 creo lo mismo . Ojo igual respeto, incluso comparto algunos valores. Pero gracias a dios, SOY ATEO|NEU
700|@cuervotinelli Que descanses Papá de mi corazón!!, siempre es lindo verte  ...|P
701|Han pasado 5 min y no hay nadie Estoy en vivio mi YouNow es Manuela Etchebarne|NONE
702|En el prado con mi gente, esto necesito|P
703|Todo lo bueno que pase en el año. Poco a poco se esta perdiendo... Ups and downs...|N
704|A todos se les antojo que les hablara a wpp o snap hoy y tengo que recordarles que mi cel esta roto|N
705|Se está perdiendo la costumbre de valorar los pequeños detalles nunca los dejes de lado #Lunes|NEU
706|Me duelen horrible los pies|N
707|Agarro la cuadernola para estudiar y enseguida empiezo con sueño, me aburro, agarro el celular, todo me distrae en ese momento LITERAL.|N
708|feliz pq me tocó ventanilla y el asiento esta roto|N
709|pasando un tarde hermosa en mercedes mirando la ciudad desde lo mas alto|P
710|Votamos por #SiNoEsMuyTarde de #LucianoPereyra @RADIOPOPULARSL Fans Club Oficial Internacional @tuselegidas|NONE
711|es re gracioso como encuentro ARMYS en todos lados. levanto una piedra y salen 10 armys|NEU
712|@FS_OL_Qbnfangrl Hoollii!! Acá descansando, después de un día muuy largo lleno de trabajo|NEU
713|@old_sound sigue siendo laico, no te preocupes|P
714|@Flopi_Soberon lo mejor es ni aparecer por el tl señora|N
715|Prefiero Lamentarme Solo Lo Que Esta Pasando|N
716|Me puse re mal con lo del avion con jugadores de futbol chapecoense,pobres familias la vida es injusta QEPD y fuerza familias..|N
717|Que día de tragedias la verdad..ahora el falso simulacro del bps que termino siendo real|N
718|Corte pienso y me imagino estar ahí y faaa que mierda locooo .. #FuerzaChapecoense|N
719|"@mister__lemon @Goberlik @derraeb Dicen que escribió ""cuando sea grande quiero ser como vos"""|P
720|Estoy muy sensible! Triste por lo de hoy! El futbol este de luto|N
721|Lo ame a Carlos x ir fuerte, muy fuerte en moto.|P
722|@mvdsister Que buena pinta!! Un buen vinito y estamos!|P
723|Estoy en tremendo ruido firme , todavía no puedo creerlo !, #Chapecoense|N
724|@matiasrivero21 Matíasss...empezó la tormentaaa!! Truenos y llovizna ...ayer sismo....QUIERO SALIR CORRIENNNDDDOOO!!|N
725|Les gustarían edits así? Tratare de aprender como se hacen y aprender mas técnicas de edición La queen de Sel …|P
726|@yoparami @LuJVS existe una app para encontrar baños públicos pero es inútil|N
727|@cuervotinelli Buen día Papá hermoso !! ;3, Que tengas un lindo Domingo|P
728|Les juro que estaba nublado y me puse protector pero no puedo dormir porque no puedo apoyar la cara en la almohada. Quiero ser negra|N
729|Se me pego toda la comida JAJAJA lloro ah|N
730|Si crees en tu propio éxito, lo obtendrás; confía en ti. buenas y lluviosas noches , #netflix , byeee|P
731|Buena peli voy a mirar yo ante de ti|P
732|El año que viene me tengo que volver a hacer el carnè de salud..pero esta vez un poquito diferente|NONE
733|Si todo fuera distinto seria mejor|N
734|Yo amo ser mujer..pero en casos así digo xq mierda fui mujer loco..|NEU
735|que contracturado tengo el cuello|N
736|Buen día!!!..toda hecha mierda gripe maldita pero..bañito y a trabajar se a dicho..|NEU
737|no me puedo dormir odio que siempre me pase esto loco|N
738|@sepuedevivir la amo, qué hay de cierto en que a las serpientes nos dan cascotazos todo el año? 2016 fue suficiente... Tierra here|NEU
739|@Nifunifa4 siempre hay algo para hacer, no sea vaga|N
740|@virginiagy8 lástima que no podemos decir lo mismo de la otra Ámsterdam|N
741|@cuervotinelli ESTOY MUCHO MÁS FLACO ^_^, toy contento !!, cuánto medís vos Papá??,yo 1.87 descalzo|P
742|Quien no llama a #Fidel como #Dictador. Quien justifica SU DICTADURA ¿luego habla de: Democracia, DDHH y libertades? Dan vergüenza ajena|N
743|@tbotmakers Que bueno que descubrieron mi bot Cuando quieran meter algo en @ProductHunt avísenme y los ayudo!|P
744|@Laa_ceciper hola bonita como estas me gustaria conocerte saber de ti|P
745|@GiuliJs7 camara del orto esa, yo solo queria un icon|N
746|Qué ganas de joder Fidel, si ya teníamos el programa del martes todo armadito! cc: @Tedigolaotra|N
747|@lizytagliani hace dos minutos te vi ,a vos y tu bailarin hacer el aguadance Felicitaciones son lo mas ,segui asi|P
748|@grumimantis20 lo digo en serio me rompes el corazón|N
749|@Pkba88 @losbidones recién veo toda la discusión, larguísima! (yo ya tengo novia! )|NEU
750|Paro de transporte en Montevideo hasta las 22:00 horas por agresión a ómnibus por el clásico|NONE
751|Literalmente estoy destruida ,perdón no hacer YouNow Es que realmente me siento súper mal.|N
752|Escucharle la voz antes de dormir. Lo mejor|P
753|Química de 6to aprobado con 6 una menos por suerte|P
754|@sebacancinos Perfecto, muchas gracias por dar el aviso. Vamos a consultar con el equipo de tecnología. Saludos|P
755|Hasta quien sabe cuando no vuelvo a entrar ! -_- me re enoja|N
756|@pablocardozo_uy bueno, no lo conozco, me emocionó si, y en todos lados está lleno de hijos de puta que a veces hablan bien|NEU
757|@cedrezzz no tengo celular hace dias hablame md|NONE
758|@mateosere nooo me encanta Reality qué espectacular!!|P
759|@RobleisIUTU hola compartí el video y grax por decir que eras hay me sino orgulloso de que admitas tu contento salúdame en el otro|P
760|Num y te tiro una indirecta con tu user ME ABURRO|N
761|Uff..no..no estoy feliz..teléfono de mierda que me despertó de mi sueño hermoso..|N
762|Te desearía lo mejor pero ya lo tuviste|NEU
763|Nada más triste que te dejen plantada con el porro armado|N
764|Todo mi inicio es hablando de Animales Fantásticos|NONE
765|Quiero empezar el curso ya, Dios estoy emocionada|P
766|caro no quiere mas a su amiga|N
767|@GhostHunter342 @Batalla_Epica Kratos igual, recuerda que ahora está en la mitologia nordica|NONE
768|Siento que algo malo va a pasar o paso..ahí que instinto de mierda..que se apague que quiero intentar dormir|N
769|@barossi_luzmila cosas de la vida me decis soy la mas fracasada del mundo osea no le cuesta anda un hola que importa que sea famoso|N
770|Hoy la luna esta hermosa ,plena|P
771|@julirod14 Lástima que ya terminamos las clases, quedó pendiente el Mannequin Challenge ...|N
772|@andreacarcamo7 solo vi hasta los primeros caps de esa temporada y me re decepcionó, tan buena que era la serie y la aburrieron|N
773|@capPu1550 @alitamontevideo @klarita56 pero es uno de los preferidos|P
774|@mariapiasilva12 pasaste con 11 be happy jajaj felicitaciones te amo|P
775|Leo me consigue novios jajajaa bastaaaa quieroooo estar sola!|N
776|@Jime_Rodriguez6 estudie con quien estudie es estudiar igual|NEU
777|@cuervotinelli Que descanses !!, Tqm ..., re lindo el programa de hoy @elchatoprada @hoppefede  !!|P
778|@BrunaSosa7 Te Extrañoo y muchooo vuelveeee yaaa|N
779|Un abrazo es un poema escrito en piel..|P
780|@ciudad_com @MarceloPolino @pampitaoficial @AngeldebritoOk @valientesoledad Todos intoxicados por envenenamiento jajjajajja !!!!!!|N
781|PeroFuiste mi primera mascota.....Te di tu primer baño y te cuide Pero son cosas de la vida pero ahora tengo a M…|NEU
782|ay no hablen que el año que viene termino la secundaria|NEU
783|El ingenio yorugua... Me divierto mucho.|P
784|@KarenTabarez No, yo no soy importante|N
785|Me hace muy feliz ayudar Y mas si son Caelikers de uruguay porque hay dos que yo conozca @CaeliUru y yo|P
786|@SilvioCABJ12 Vamos! a más viejitas mejor, pero no se por quién apostas?!|P
787|@LiaTitoo Graciaas!! Vos también te lo merecías Fue re lindo tener una compañera como vos|P
788|Puedo estar rq, q me tira dos tw y me re puede d nuevo|NEU
789|Era más fácil ir hasta el cuartito de utileria y traer una red nueva|N
790|@davusito no hay tal pussy chaval ajajajajajja pero chingao seas si estabas con tus amigos|NEU
791|@fernando_amado Estoy ofendido de que ni @Chasquetti ni @Constanza_FA hayan querido reclutarme. No logré llegar a estándares soviéticos|N
792|ay loco que mierda justo el que pensé que era buena gente..|N
793|@dalasito2003 pero estaba en youtube igual twitch se me tranca todo|N
794|Nose no cuantas veces me caí este año, pero me caí literal! Bueno, metafóricamente también|N
795|Gobierno venezolano usando a #Chávez más que Disney a Pluto o a Goofy #ElFaltante #CerrayVamos #Maduro #Villegas…|N
796|"@LicenciadaCata Lost in Translation Le buscaron un título más ""marketinero"" Slds y buen fin de semana!!"|NEU
797|@andresantoniuk @LaPasiva lindo loop-hole para forzar efectivo sin ser sancionados Hats off.|NEU
798|Holaaaaa chicos, volvi como estan¿ yo bien aca en mi querido hogar ABURRIDA y ustedes que hacen¿,cuenten chiquilines jaja|NEU
799|@candetinelli TE AMO BOLUDA!!, y lo sabes... Bien metida !!, me haces reír ...|P
800|Quiero una Skin de un traje de una vaca pero no encuentro lloro|N
801|Mañanaaaa es festivo en Colombia, que envidia|NEU
802|@ias25viki les tengo alergia (?) ah hacia problema por todo|N
803|@sanper11 Hoy envié esa misma pregunta por WhatsApp a @NoToquenNada para @borisgolu10 pero no se la preguntaron no se mira el retrovisor|N
804|Paaah, extrañaba tanto a Ezee... Estaba re perdido.|P
805|Espero que @Uber_UY no me pida que la borre y la agregue de nuevo, son demasiados números para escribirlos de nuevo|N
806|@amorins8 jajaja, un poco necrófilo pero bue...|N
807|Yo le compro una milanga al que me acompañe jaja no quiero ir solo hoy.|NEU
808|nadie quiere ir al prado|N
809|@msfernandezrial Hola Sol, ¡Disculpas! ¿Recibiste el pedido? Siempre que tengas dudas está disponible nuestro chat online|P
810|@Yannisame jajaja, le gusta el vino tinto! hace años me respaldó un proyecto y a modo de agradecimiento le mandé un vino uruguayo|P
811|Ya perdimos al tío y ahora la abuela en estado grave ,preciosas fiestas voy a pasar.|N
812|@lamascarada @cuervotinelli tal cuál :/, No seas malo Papá...|N
813|Se fue Charlotte no miro mas ese programa era por la única que miraba showmatch|N
814|@AliciaVery no conozco nada pero se que es un lugar màgico|P
815|@Ximena_Miami @ximenaduque Se Nota que la queres Mucho al igual q yo|P
816|no puedo creer, el año pasado estaba re adelgazando de tanto bailar y este año perdí la costumbre y estoy más gordo|N
817|Hoy es la primera vez en mi vida que trabajo más de 12 horas sin _tener que_ qué copado estar tan copado!|P
818|@robert1891_ nada q vuelve el clasico muy pronto noseq wevitar ruidos molestos pero no dijeron mas nada|N
819|@alededecanocom yo estuve... Epocas duras|N
820|@Camula7 Ese es el uno dos ideal, pero Rosita la embarra y la queda Olivia y el l bobeta obvio.|NEU
821|"Digan lo que quieran pero Rápidos y Furiosos nunca ser lo mismo sin ""Paul Walker"" no hay remplazo por el"|N
822|Mi ultima semana de trabajo,que triste todo amigo,paso volando el año no creo|N
823|Necesito masajes estoy toda contracturada|N
824|@FlorAlonso79 La capacidad de los europeos de hacerme sentir un viejo a mis nóveles 26 añitos; no garroneaba un descuento ni equivocado|N
825|@underpoch @10_nov @nuligesta @LuJVS La rubia es una vieja teñida, farandulera pero tiene la tarasca|NEU
826|Feliz cumpleaños botija! @latiajulia_ bienvenida a los 30's!|P
827|@DeLaFigurita Estamos rodeados de belleza. Sólo hay que saber mirar.|P
828|El flaco Agazzi me tiene bloqueada! Qué diablos? Tiene que ser un error... No me elico...|N
829|Quisiera cumplir mi unico sueño de ser cantante, todos los dias intento escribir una cancion pero soy de pocos recursos y no me pongo mal|NEU
830|*Bueno, aflojando con el protector solar, voy a jugar al volley #Camiseta|NEU
831|Los mejores momentos no tienen foto. #sabado|P
832|@nellylomar @dbarindelli1 para tener pensamientos propios te veo repetir como lorito la versión q los pptt quieren para volver a robarnos|N
833|algun alma noble que me quiera ayudar con fisica de tercero|NEU
834|@SRP1410 no ves que estoy triste y solo piensas en eso|N
835|Un abrazo a tu viejo y decile que en 2017 esta la esperanza de ver a Alonso pelear adelante @ValenSellanes|P
836|@conradoh47 Es que uno busca en internet fotos del funeral de un longevo dictador y le salen las de cualquier otro|N
837|@DivergentofCari Hola, cómo estas?.. El segundo trailer se espera para diciembre... Al parecer falta poquito.|NONE
838|Gracias todos los que me dejaron un mensaje diciéndome suerte|P
839|@CaELiKe deseo que estés bien ,porque yo estoy destruida|NEU
840|NUEVE MESES LNDF Mi sueño? Que Fabricio me vomite toda algún día!|NEU
841|Meeee encanta saber que mañana tengo toda la mañana la casa sola Jee|P
842|Está la gente viajada y la gente que jura viajada alejense de los segundos|N
843|@selodedicoaella Cele me ayudarías dando RT a mi twit fijado ? Por favor es muy importante Yo ya te ayude|NEU
844|Que situación espantosa la que acabo de pasar|N
845|Pero mis padres y familia no Te quiero bonita y gracias|NEU
846|@hnadelmedio suspendido Palitt...esto no puede ser!|N
847|@gordo_lado me acaban de recordar que está suspendido...|NONE
848|Mi hermana me dice que soy adoptda|NONE
849|Aveces twitter o insta bajan la calidad y se ven feos ,los edits|N
850|@MateoFernandezE Esperare ese momento desde el Primer capitulo dije qué mateo es el indicado para la anita|P
851|@Agronegocios_Uy paisajes lunares o marcianos rumbo a #Flores #Trinidad desde #Soriano por la #Ruta14. No se de que nos quejamos|NEU
852|Quien quiere Lima y quien Limón ? Si le das RT a los tres días te llega un limón o lima!|NONE
853|Feo que se sienta mal y no poder ir a visitarla|N
854|Bueno a comer algo y a dormir|NONE
855|Feo mismo es dejar de hablar con aquella persona q pasabas día y noche hablando|N
856|No agarro unas pairas hace mas de una semana mi melodica mucho menos|N
857|@ezies19 gracias a ti por tenerme como ejemplo a seguir  sos muy dulce|P
858|Lo gracioso es que esto es real|NEU
859|@EcoFeminita gracias! Estoy encantada con la web. A ver si coordinamos una nota.|P
860|me tengo que sacar un diente y no quiero|N
861|@GerardoAmarilla y pensar que acá en #TreintaYTres le hacen monumento a #Comunistas. En #Flores a #Sendic. Cuan equivocado estamos|N
862|Ete m dio justo ahi en el cora nose si reirme o llorar|NEU
863|@faz500 Mientras el Poder Ejecutivo no decida que el efectivo en los restaurantes es un riesgo de seguridad y lo prohíba|NONE
864|@federicod @diego_vallarino Ud. vaya a lo tecnológico que es lo suyo Dejá el vino para mí...|NEU
865|@RufinaCamejo @mister__lemon @diego_vallarino Wrong. Desde 2005 hasta exactamente la primera vez en que pierda el FA|NEU
866|@ximepa95 que legal me alegro mucho gorda perro o perra? Tenés q ver el propio nombre y ta , me alegro meu|P
867|@florguedes24 todo en un solo día é foda pero ta sabelo tamo ahí gracias por todo|P
868|@elsueco76 @Bassorelli @LuchoVezzoso @ALEJANDROGONZ37 @alededecanocom @DanieldeLocos @AlvaroLevrero yo no puedo, no estoy registrada|NONE
869|Como necesitaba esa juntada asi de compañeros y pasar un lindo rato|P
870|@DanielP75949320 muchas gracias Dani, de verdad, sos el mejor!|P
871|¿Cuántos asesinados más #Bonomi? No vas contra cómplices y DELINCUENTES que usan fútbol para ilícitos pues se relacionan con tu esposa|N
872|Hay un buso de wanderers que me tiene enamorada|P
873|@XimeRobayo oprime los dos botones la próxima vez|NONE
874|@YesicaLorenzo si no te mandan sería un error garrafal|NEU
875|@lenaychantelle Hola lenay porfiii mandame saludame en tu proximo video y mandame un besote enorme te lo agradeceria mucho lele|P
876|@PizzeriaRodelu @tetirounpique @Guia_Montevideo Cuando empiezan con las promos tuiteras? eh?|NONE
877|Y otros dias publicare mas para que voten LOS QUIERO MUCHOOOO|P
878|En parte si xq las flores ya van a estar pero esvlo unico bueno de las fiestas que voy a pasar|NEU
879|me dijeron 'no sos hombre', me llegó al alma|N
880|Estaría muy bueno saber que pide la gente para navidad..!! jajaja el mio cumplir mis sueños y avanzar cada ve…|P
881|@uklatinamerica A mi + q la gráfica me hacen ruido las eternas e invariables promotoras mujeres de adorno al lado de cualquier cosa..|N
882|@lulurowell @isgra3111 @diegodelacurva ¿Que hablaste de Pepe Batlle? Que fundó empresas públicas que tu FA FUNDIÓ jajaja|N
883|Hoy @Uber lanzó sus autos autónomos en San Francisco. Un pasito más cerca de Uruguay. Tremendo cc: @Uber_UY #uberlove|P
884|@diego_14m @thiago23ok @diegodelacurva Así opinan desde el FA de la gente del interior. Increíble que les voten|N
885|@VickyDut @LIMITEUruguay @lauralomando Obvio!!!! Cuando quieran estoy|P
886|@UnLocoSuellto te las enviamos por mensaje privado. ¡Saludos!|NONE
887|@Socialistas90 @diego_14m Que se siente DEFENDER DICTADOR Y DICTADORES No creen en DEMOCRACIA|N
888|@Agusblanco01 te dije que era la mejor serie, igual a mi no me sale hasta el 26 de eneero|P
889|@GermanGarmendia podria tomarme una foto contigo antes que te vayas de Uruguay??|NONE
890|Tremenda depreciación me agarra cuando me dejan en mi casa|N
891|@karentodoroff Sí Los mejores libros para los mejores lectores.|P
892|El Cappelli vuelve cuando yo me voy, maldito|N
893|Lo extraño loco, nadie entiende eso|N
894|@hanover07127260 que te mejores en un año eso es por jugar y ser goleador de la plazita|N
895|@Andresdarmas2 jeje si podes, como uno de los cupos de menores que se permiten|NEU
896|Comportamiento de casada jajaja..ahí deos! Como lo quiero|P
897|@ABossus @cuervotinelli es que yo pensé que me querían y estaba muy feliz por eso... SE ME AMARGO EL VIERNES !!...|N
898|@candetinelli Muy de menos !!, precioso botija ...|NEU
899|se vienen los findes largos sin Nacional,|NONE
900|No voy a poder ir al concierto igual ya estoy acostumbrada a las desilusiones|N
901|estoy por terminar la segunda temporada de aliados y después no se que voy a ver|NEU
902|#fiestazomegastar ¿ Qué piensas de que muchisimas abrahamers uruguayas viajan a Argentina para verte brillar ? ..... Uruguay te ama|P
903|Que bueno es saber que los grandes exitosos pasan por grandes pruebas, eso me motiva!!!|P
904|jajaj hoy no fui a clases porque tuve vacaciones jjaja soy el propio jajaj tengo examen en 20 dias ajaja yatu ay|NEU
905|Estoy aburrida de siempre el mismo tema todos los días y siempre lo mismo|N
906|Tengo que ir al dentista, re solo, ni siquiera está mi amiga para acompañarme|N
907|@jacintah_ mi sobrina (2,5 años) anda con un monopatin, re copada!|P
908|@DonVascolet 24 horas depues recien lo analizo al tw ,por suerte no lo entendi jajaaa|P
909|@grisel_ok hola hola ,y esa carita nena a que se debe ?dije algo que te molesto ?o es otra cosa|N
910|@Phoyu_Agustina @WillyrexYT yo siempre e querido una fan así|P
911|@elpenela Sí, Celta Barcelona lo ves por Fox! Perfecto, yo porque se me fue el # cuando puse Champions. Sds|NEU
912|@dianaapii Escuchate esto.... SEMIOTICA *suena música de iglesia*|NEU
913|@JPL0UIS Que descanse ,sueñe bonito ,hermosa luna|P
914|Pq nunca puedo tener un perro propio?|N
915|Tengo ganas de dormir porque esta re frio y re lindo pero no tengo sueño|NEU
916|@AlbertoRaimundi Es shileno, Alberto, nada más que agregar, ajajajaja. Beso!|N
917|@sbarreiro1985 como puede ver en el gif, fue una pelea limpia, sin armas, cualquiera de los dos podía ganar!|NEU
918|Que vengan los gurices que te juntabas hace mil año , y te digan para volver a juntarse. Es re lindo|P
919|@tetirounpique GRACIAS !!! los piques serán primicias tuyas !|P
920|Yo quiero pasar nuestros noveno cumple mes juntinhos pero ya veo que no|N
921|@carodominguezuy @Zanocchi @luciabrocal fue whatsapp! Si no lo convencemos, se van las dos con Feli en fin de semana de disfrute total|NEU
922|@DonVascolet hermosa edad ,espero este disfrutando y traiga fotos|P
923|Jaja tremendo cuerpo y es una nena|P
924|Again me despierto tarde por andar viendo las chicas superpoderosas y kick buttowsky en la noche|N
925|@ElConservadorUY 2,98 No alcanza ni para un batido decente!!|N
926|Quería un juguito y no puedo por el colorante|N
927|Hoy tengo el cumple de mi tio|NONE
928|@armadacolombia Increibles fotos, muy lindas la verdad!!|P
929|@NinetalesGD NO ME JODAS... que gran lastima|N
930|@BenjaCandado eres una de las mejores personas que he conocido en mi vida|P
931|@SonrisaDeCaeli dos cosas 1-Siento que casi todas las indirectas son para mi 2 por tu icon tuve que activar modo nocturno para verte|NEU
932|Que lindo, los aliens eligieron visitar a Uruguay la próxima aterricen con más tranquilidad! #temblor|N
933|Nos separan mas de 9KM y quieres JAJAJAJAJAJAJAJAJAJAJAJAJAJA Te juro que eres muy chistos@|P
934|@CuadradoAndres @grazianopascale @adeladubra jaja muchas gracias!!! muy buena onda de todos los implicados!!!|P
935|Sería más divertido tw si yo supiera usar cc|NEU
936|@Niaso01 @LuisSuarez9 @neymarjr El fútbol es hermoso, y más cdo se juntan talentos como éstos.|P
937|#FelizDOMINGO que la paz de dios llene tu vida en este bello día #bendiciones para todos|P
938|@AmorAKilates @Roocio_Mk si me pasa lo mismo!|NONE
939|@clauchoarrionda pquno ladra y ls demas retwitean|NEU
940|A mi desayuno le hizo falta un alfajor podrida de las galletas de arroz|N
941|Viste cuando necesitas que alguien te escuche pero ese alguien no está? bueno|N
942|@cuervotinelli @candetinelli Mañana es mi primer sesión  , Vamo a tapar el tajo ...|NEU
